22:58:42 0 %, 1 MiB
02:28:11 4 %, 2265 MiB
02:28:16 7 %, 2265 MiB
02:28:21 5 %, 2265 MiB
02:28:27 2 %, 2265 MiB
02:28:32 7 %, 2265 MiB
02:28:37 2 %, 2265 MiB
02:28:43 4 %, 2265 MiB
02:28:48 6 %, 2265 MiB
02:28:54 4 %, 2265 MiB
02:28:59 5 %, 2265 MiB
02:29:04 6 %, 2265 MiB
02:29:10 7 %, 2265 MiB
02:29:15 5 %, 2265 MiB
02:29:21 3 %, 2265 MiB
02:29:26 4 %, 2265 MiB
02:29:31 5 %, 2265 MiB
02:29:37 4 %, 2265 MiB
02:29:42 5 %, 2265 MiB
02:29:47 1 %, 2265 MiB
02:29:53 6 %, 2265 MiB
02:29:58 5 %, 2265 MiB
02:30:03 3 %, 2265 MiB
02:30:08 3 %, 2265 MiB
02:30:14 4 %, 2265 MiB
02:30:19 3 %, 2265 MiB
02:30:25 2 %, 2265 MiB
02:30:30 4 %, 2265 MiB
02:30:35 5 %, 2265 MiB
02:30:41 4 %, 2265 MiB
02:30:46 3 %, 2265 MiB
02:30:52 4 %, 2265 MiB
02:30:57 6 %, 2265 MiB
02:31:02 7 %, 2265 MiB
02:31:08 7 %, 2265 MiB
02:31:13 4 %, 2265 MiB
02:31:19 4 %, 2265 MiB
02:31:24 6 %, 2265 MiB
02:31:29 3 %, 2265 MiB
02:31:35 7 %, 2265 MiB
02:31:40 2 %, 2265 MiB
02:31:45 4 %, 2265 MiB
02:31:51 3 %, 2265 MiB
02:31:56 3 %, 2265 MiB
02:32:01 2 %, 2265 MiB
02:32:07 2 %, 2265 MiB
02:32:12 1 %, 2265 MiB
02:32:17 7 %, 2265 MiB
02:32:23 5 %, 2265 MiB
02:32:28 9 %, 2265 MiB
02:32:34 4 %, 2265 MiB
02:32:39 6 %, 2265 MiB
02:32:45 6 %, 2265 MiB
02:32:50 8 %, 2265 MiB
02:32:55 2 %, 2265 MiB
02:33:01 2 %, 2265 MiB
02:33:06 10 %, 2295 MiB
02:33:11 3 %, 2295 MiB
02:33:16 5 %, 2285 MiB
02:33:22 4 %, 2255 MiB
02:33:27 6 %, 2255 MiB
02:33:33 7 %, 2255 MiB
02:33:38 8 %, 2255 MiB
02:33:43 5 %, 2255 MiB
02:33:49 6 %, 2255 MiB
02:33:54 8 %, 2255 MiB
02:33:59 6 %, 2255 MiB
02:34:05 2 %, 2255 MiB
02:34:10 2 %, 2255 MiB
02:34:16 8 %, 2255 MiB
02:34:21 5 %, 2255 MiB
02:34:26 8 %, 2255 MiB
02:34:32 4 %, 2255 MiB
02:34:37 4 %, 2255 MiB
02:34:43 5 %, 2255 MiB
02:34:48 9 %, 2255 MiB
02:34:53 6 %, 2255 MiB
02:34:59 6 %, 2255 MiB
02:35:04 6 %, 2255 MiB
02:35:09 6 %, 2255 MiB
02:35:15 2 %, 2255 MiB
02:35:20 3 %, 2255 MiB
02:35:25 6 %, 2255 MiB
02:35:31 9 %, 2255 MiB
02:35:36 2 %, 2255 MiB
02:35:42 4 %, 2255 MiB
02:35:47 5 %, 2255 MiB
02:35:52 4 %, 2255 MiB
02:35:58 3 %, 2255 MiB
02:36:03 5 %, 2255 MiB
02:36:08 6 %, 2255 MiB
02:36:14 5 %, 2255 MiB
02:36:19 7 %, 2255 MiB
02:36:24 7 %, 2255 MiB
02:36:30 2 %, 2255 MiB
02:36:35 4 %, 2255 MiB
02:36:40 3 %, 2255 MiB
02:36:46 5 %, 2255 MiB
02:36:51 6 %, 2255 MiB
02:36:57 6 %, 2255 MiB
02:37:02 6 %, 2255 MiB
02:37:07 3 %, 2255 MiB
02:37:13 2 %, 2255 MiB
02:37:18 2 %, 2255 MiB
02:37:23 5 %, 2255 MiB
02:37:29 12 %, 2287 MiB
02:37:34 8 %, 2287 MiB
02:37:39 6 %, 2287 MiB
02:37:45 4 %, 2287 MiB
02:37:50 6 %, 2251 MiB
02:37:55 6 %, 2251 MiB
02:38:01 4 %, 2251 MiB
02:38:06 8 %, 2251 MiB
02:38:12 9 %, 2251 MiB
02:38:17 6 %, 2251 MiB
02:38:22 3 %, 2251 MiB
02:38:28 3 %, 2251 MiB
02:38:33 5 %, 2251 MiB
02:38:38 3 %, 2251 MiB
02:38:44 3 %, 2281 MiB
02:38:49 10 %, 2281 MiB
02:38:54 11 %, 2279 MiB
02:39:00 3 %, 2241 MiB
02:39:05 3 %, 2241 MiB
02:39:10 7 %, 2241 MiB
02:39:16 6 %, 2241 MiB
02:39:21 7 %, 2241 MiB
02:39:27 6 %, 2241 MiB
02:39:32 6 %, 2241 MiB
02:39:37 7 %, 2241 MiB
02:39:43 5 %, 2241 MiB
02:39:48 11 %, 2241 MiB
02:39:53 8 %, 2241 MiB
02:39:59 3 %, 2241 MiB
02:40:04 3 %, 2241 MiB
02:40:09 6 %, 2241 MiB
02:40:15 6 %, 2241 MiB
02:40:20 10 %, 2265 MiB
02:40:26 8 %, 2271 MiB
02:40:31 10 %, 2265 MiB
02:40:36 8 %, 2271 MiB
02:40:42 6 %, 2271 MiB
02:40:47 7 %, 2231 MiB
02:40:52 5 %, 2231 MiB
02:40:58 8 %, 2231 MiB
02:41:03 8 %, 2231 MiB
02:41:08 10 %, 2231 MiB
02:41:14 6 %, 2231 MiB
02:41:19 3 %, 2231 MiB
02:41:24 1 %, 2231 MiB
02:41:30 1 %, 2231 MiB
02:41:35 3 %, 2231 MiB
02:41:40 5 %, 2231 MiB
02:41:46 7 %, 2231 MiB
02:41:51 5 %, 2231 MiB
02:41:56 2 %, 2493 MiB
02:42:02 1 %, 2505 MiB
02:42:07 2 %, 2505 MiB
02:42:12 8 %, 2505 MiB
02:42:18 2 %, 2505 MiB
02:42:23 6 %, 2505 MiB
02:42:28 7 %, 2505 MiB
02:42:34 8 %, 2505 MiB
02:42:39 8 %, 2505 MiB
02:42:44 3 %, 2505 MiB
02:42:50 3 %, 2505 MiB
02:42:55 6 %, 2505 MiB
02:43:01 4 %, 2505 MiB
02:43:06 4 %, 2505 MiB
02:43:11 6 %, 2505 MiB
02:43:17 7 %, 2505 MiB
02:43:22 6 %, 2505 MiB
02:43:28 6 %, 2505 MiB
02:43:33 2 %, 2505 MiB
02:43:38 2 %, 2505 MiB
02:43:44 6 %, 2505 MiB
02:43:49 4 %, 2505 MiB
02:43:55 5 %, 2505 MiB
02:44:00 5 %, 2505 MiB
02:44:05 9 %, 2505 MiB
02:44:11 11 %, 2505 MiB
02:44:16 10 %, 2505 MiB
